PA/gchi+	Very
maajiijwan	flow
maajiikaan	begin
maamginaan	collect
maamiiktaan	amaze
maamiikwaabndaan	amaze
maamiikwaadaan	brag
maamiikwendaan	impress
maamkaadendaan	amaze
maamkaaztaan	amaze
maamkaazaabndaan	gape
maamnonaabndaan	notice
maanaajpidaan	dislike
maanaaztaan	offend
maandgon'aan	cover
maawndoogwaadaan	sew
maawndoonaan	collect
maawndowaakw'aan	hammer
mba'aan	elevate
mbaabiignaan	raise
mbaakwaan	jack
mbaakwaan	jack
mbagnaandaan	pop
mbazhiikaan	bother
mbiigwewegnaandaan	racket
mbiigwewejiignaandaan	redirect
mbinaan	elevate
mboondaan	lift
mchinjiikndaan	eat
mdaabiibtwaadaan	run
mdaabiidaabaadaan	drive
mdaagwendaan	like
mdewe'aan	beep
mdwegnaandaan	sound
mdwejii'aan	sound
mdwewe'aan	beep
medsinaan	miss
menwendaan	hesitate
meshkdoonaan	exchange
mesnaan	miss
mgidaan	bark
mgokmig'aan	bury
mgoshkaadendaan	annoy
miigaadaan	fight
miijdaan	defecate
miikganaandaan	hit
miikne'aan	buy
mkaan	find
mkadekaadaan	give
mkojiinaan	find
mkwendaan	remember
mmaadnaan	wiggle
mmenwendaan	hesitate
mnaadendaan	honour
mnaagmipdaan	like
mnaajmaandaan	smell
mnaajndaan	report
mnataan	like
mndaadendaan	honour
mnendaan	like
mnikwaadaan	spend
mnjignaan	hold
mnjigshkaan	hold
mnjimaabndaan	keep
mnjimaakw'aan	clamp
mnjimaakwaan	clamp
mnjimaakwaan	clamp
mnjimnaan	hold
mnjimshkaan	keep
mno-mkaan	find
mnomaandaan	like
mnopdaan	like
mnowendaan	bless
mnozaan	cook
mnwaagmipdaan	like
mnwaajndaan	report
mnwendaan	like
mookaaddaan	disclose
mookiitaan	attack
mooknaan	reveal
moon'aan	dig
mooshkaabwaadaan	fill
moozhginaan	collect
moozhgiweb'aan	sweep
msawendaan	covet
msawnaan	attract
msendaan	benefit
mshkawaakwaan	screw
mshkawaakwaan	screw
mshkikwaabookaadaan	brew
msko-tisaan	paint
mskodsaan	paint
mskwaanzaan	colour
myaawganaandaan	hit
myagaabndaan	perceive
mzhiikdaan	cut
mzhiinaan	clear
mzhodaan	hit
mzin'aan	charge
mzin'kodaan	carve
mzinbii'aan	draw
n'endaan	confirm
n'gadaan	leave
n'gadendaan	know
n'gadganaandaan	hit
n'gidaan	count
n'gizaan	melt
n'go'aan	bury
n'gwa'aan	bury
ngwaabndaan	watch
n'gwaadaan	snare
n'kawenaan	pick
n'kewenaan	pick
n'kwedaabaadaan	drag
n'kwegnaandaan	hit
n'kweshkaan	meet
n'kwetaan	answer
n'kwewebshkaan	knock
naa'taapnaan	tie
naabdoo'aan	lace
naabiignaan	string
naabkaadaan	bind
naabkaan	wear
naabkwaadaan	thread
naabndaan	perceive
naadaabkinaan	collect
naadaan	emulate
naagdawaabndaan	follow
naagdawendaan	care
naagminaan	mix
naagshi-mnazaan	cook
naagshi-mnazaan	cook
naagshi-mnazaan	cook
naagzawaabndaan	follow
naagzokwe'aan	follow
naagzotaan	follow
naajdaabaadaan	fetch
naaknaan	resist
naakzaan	burn
naamendaan	blame
naanaagdawaabndaan	observe
naaniimnaan	dangle
naanzhenaan	shine
naasaabshkaan	fill
naaskaan	approach
naaskaan	approach
naawnga'aan	shape
naazhaabiig'aan	rub
naazhaaknaan	roll
naazhnaan	lower
naazkaan	approach
nadnaan	knead
nagnaandaan	hit
nagndaan	charge
nakiitaan	work
nakiitaan	work
nam'etaan	bless
namndaan	aware
nanaan	form
nandaan	bite
nangdaan	charge
nangwebnaan	shake
nangwebnaan	shake
nbag'aan	flatten
nbagganaandaan	pound
nbagjii'aan	flatten
nbagjiignaandaan	pound
nbagjiishkaan	flatten
nbagshkaan	flatten
nbiiwegnaan	moisten
nboodewtaan	mourn
nda'aan	draw
nda-mkwendaan	remember
nda-waabndaan	search
ndaa'aagma'aan	stir
ndaa'aagminaan	stir
ndaa'ganaandaan	whip
ndaabkaadaan	tie
ndaajii'aan	stir
ndagnaandaan	hit
ndakdaan	cut
ndakwe'aan	search
ndamaabndaan	watch
ndamiikaan	busy
ndanaashkaan	search
ndanaazhkaan	search
ndandaan	taste
ndane'aan	extract
ndawaabndaan	search
ndawaaskonendaan	illuminate
ndawendaan	desire
ndawewendaan	call
ndinaan	purchase
ndodaan	request
ndomaandaan	sniff
ndoojiinaan	grope
ndotaan	listen
negkanzhenaan	insert
negnaan	insert
negndaan	swallow
negwegnaan	tuck
nendaan	forget
nendaan	contemplate
nepaazkaan	misplace
nesendaan	breathe
nigaataan	mourn
nigaawendaan	pity
niibgwaadaan	snare
niigaannaan	hold
niigaanziikndaan	lead
niimaakjii'aan	prop
niimnaan	hold
niisaabiignaan	lower
niisaaknaan	dismantle
niiskendaan	annoy
niisnaan	lower
niiswebnaan	drop
niiswebshkaan	knock
niizhoo'gamzaan	boil
nikdaan	cut
nimkonaan	invert
nimkowebnaan	flip
nimkowebshkaan	flip
ninaan	pass
nishnaabewnikaadaan	name
nitaan	hear
nme'aawziikndaan	oversee
nnaa'chigaadaan	fix
nnaa'kodaan	cut
nnaa'taapnaan	tie
nnaaknaan	resist
nnangwebnaan	shake
nnangwebnaan	shake
nniizaanaaddaan	foretell
nokiitaan	work
noodaan	hire
noondaan	hear
noopnadaan	follow
noopwaan'kaadaan	prepare
nooskaan	outgrow
nooskwaadaan	lick
nootaan	quote
noozwin'kaadaan	sign
npaaskaan	misplace
npazna'aan	pawn
nsaaknaan	open
nsastaan	recognize
nsidjiinaan	feel
nsidmaandaan	smell
nsidpidaan	taste
nsidpodaan	taste
nsidwaabndaan	recognize
nsidwinaan	recognize
nsitaan	recognize
nwaajiikaan	work
nwadnaan	grab
nwadndaan	bite
nzaabndaan	watch
nzaan	boil
pagdaan	throw
patwaadaan	flee
pendaan	depend
penmondaan	depend
piichiikaan	work
saabndaan	watch
shag'aan	crush
shagganaandaan	pound
shagjiishkaan	crush
shagkodaan	chop
shagnaan	crush
shagndaan	crush
shagnendaan	crush
shagshkaan	crush
shagwaadaan	vomit
shagwaakshkaan	crush
shagzaan	cook
shagzhaan	cut
shaw'aan	spread
shawejiiyebnaan	throw
shigjii'aan	crush
shkonaan	save
shkondaan	save
shkozhaan	cut
shkwandaan	save
shoo'aan	paint
shoobiig'aan	paint
shoodaakshkaan	press
shoodaan	smear
shoodnaan	press
shoonaan	smear
shoosga'aan	paint
shpagndaan	charge
shpinaan	raise
ska'aan	drain
skaabkizaan	dry
skigmizaan	dry
skoonwikdaan	study
spodyaandaan	tighten
spogwaadaan	sew
sponendaan	swallow
spwegaabkagnaandaan	dent
spwegaabkishkaan	dent
swewebnaan	scatter
tibaakwegnaan	roll
tibgwaadaan	hem
tisaan	colour
waabndaan	see
waabshkaanzaan	whiten
waabshki-tisaan	paint
waabshkidsaan	paint
waakaashkaan	circle
waan'kaadaan	dig
waannishkaan	circle
waaskojii'aan	polish
waaskonendaan	shine
waaskosga'aan	varnish
waaswendaan	perceive
waawaabndaan	stare
waawiindaan	name
waawnitaan	laugh
webnaan	abandon
Wemtigoozhiibii'aan	Write
wenaabndaan	choose
wenpazhne'aan	buy
wepdaan	hit
wewebaabiignaan	swing
wewebaabiigshkaan	swing
wewebnaan	swing
wiikdaabaadaan	pull
wiikndaan	suck
wiinendaan	dirty
wiinjiinaan	dirty
wiinndaan	criticize
wiipendaan	sleep
wiishkba'aan	sweeten
wiishksaan	smoke
wiiwegjiinaan	wrap
wiiwkwenaan	wrap
wmba'aan	elevate
wmbaabiignaan	raise
wmbinaan	elevate
wmboondaan	lift
wndaabkaadaan	tie
wndagnaadaan	hit
wndane'aan	extract
wndinaan	purchase
wndotaan	listen
wnendaan	contemplate
wnzaan	boil
wwaabndaan	see
wzhibii'aan	draw
wzhigaadaan	shelter
yaan	have
zaabendaan	care
zaabndaan	look
zaagaateshkaan	shine
zaagdagnaandaan	hit
zaagdanendaan	remove
zaagjiskwaadaan	spit
zaagjiwebnaan	throw
zaagnendaan	stick
zaamaagmandaan	drink
zaamaakzaan	overcook
zaamiikaan	overindulge
zaamkodaan	cut
zaamna'aan	oversalt
zaampidaan	overeat
zaamzekwaadaan	overcook
zaawjiizaan	brown
zaazgokwaadaan	fry
zegaaddaan	scare
zgaabiignaan	hold
zgaakw'aan	fasten
zgaknaan	store
zgaswaadaan	smoke
zhaabbiignaan	strain
zhaabganaandaan	punch
zhaabshkaan	survive
zhaabwaabndaan	see
zhaabwendaan	know
zhaabwiig'aan	penetrate
zhaagooskaan	outrun
zhaagoozkaan	outrun
zhaashaagjiishkaan	mash
zhaashaagjii'aan	mash
zhaashaagndaan	chew
zhedaabaadaan	drag
zhegnaandaan	knock
zhegndaan	discount
zhekaan	push
zheshkaan	repel
zheyaaknaan	open
zhgadendaan	fatigue
zhgajpidaan	sate
zhgaztaan	bore
zhibii'aan	draw
zhichgaadaan	labor
zhidaabaadaan	drag
zhigaadaan	shelter
zhiibaawaabiignaan	insert
zhiibaawaabndaan	observe
zhiibaawaamdaan	observe
zhiibaawaamdaan	observe
zhiig'eknaan	prune
zhiignaan	empty
zhiigoonaan	sort
zhiigoowebnaan	sort
zhiigshkaan	empty
zhiingendaan	dislike
zhiingtaan	annoy
zhiishiigdaan	urinate
zhijiinaan	hold
zhikdaan	cut
zhin'kaadaan	name
zhinaashkaan	send
zhinoo'aan	point
zhiwdaan	carry
zhiweb'aan	shove
zhnikaadaan	name
zhoobaagnaan	bend
zhoobaagshkaan	bend
zhoonyaakaadaan	profit
zhooshkweg'aan	iron
zhooshkwegnaan	smooth
zhwendaan	pity
zhzhoosga'aan	paint
ziignaan	pour
ziignendaan	regurgitate
ziigwebnaan	spill
ziigwebshkaan	spill
ziigwepdaan	spray
ziikoobiignaan	drain
ziinbiignaan	wring
ziinbiigndaan	suck
ziind'aan	wedge
ziindaaknaan	wedge
ziinndaan	suck
ziinshkaan	tighten
ziitaagna'aan	salt
ziizningwaandaan	carry
zka'aan	ignite
zkaabiignaan	plug
zkizaan	burn
zkwaadaan	spit
znagendaan	struggle
znagjiinaan	massage
znagjiishkaan	massage
zookoobiignaan	drain
zoongaakw'aan	fasten
zoonggwaadaan	sew
baashkmin'sa'aan	preserve
gwekwendaan	certainty
giizhaabndaan	watch
bkobiiwebnaan	submerge
bminaashkaan	chase
niisaandwewebnaan	throw
naagzowaabndaan	watch
waawyeg'aan	hew
ndaagnaandaan	stir
bootaagaadaan	mill
aabdaagmandaan	drink
baashkmin'saan	stew
bbaa-yaan	carry
bninaan	drop
boozwebnaan	load
ditaan	arrive
ggwezkaan	test
giin'kokdaan	sharpen
giiwtaashkaan	walk
gnjibtwaadaan	flee
jaagnaan	use
kaadenaan	braid
aanjbii'aan	edit
aabskwaabiignaan	uncoil
aajkinaan	divide
aaswaakwaan	brace
aaswaakwaan	brace
aazhgidwebnaan	flip
aazhgijwebnaan	flip
baabgokdaan	cut
baabkizaan	warm
baabsaakmajiishkaan	tighten
baapaagjii’aan	pound
baashkjiishkaan	squash
baazgo’aan	scratch
baazgnaandaan	scratch
baazgoshkaan	scratch
bchiwebnaan	discard
bchizhaadaan	urinate
bezgiignaan	fold
bgonendaan	bite
biigdiiyeshkaan	break
biindgebtwaadaan	carry
biipiigndaan	chew
biisbiiyaan	write
bkidaakwebnaan	hang
bkinaadaan	defeat
bkweyaabkinaan	break
bkweyaabkinaan	disconnect
bmaabiignaan	run
bmagwebnaan	shake
bmigwebnaan	shake
bminaazh’aan	direct
bnaadaabiignaan	misalign
bnaazaabndaan	despair
bnangaagwinaan	instill
bookwegnaan	fold
boon’kiiyaabiignaan	lower
bsendaan	crave
bsendaan	benefit
bshkodaabaadaan	denude
bshkonaan	strike
bsijii’aan	graze
bsin’aan	deflect
bskane’aan	ignite
bskigaadegwaadaan	shorten
bwan’ka’aan	clean
bzwaabndaan	squint
daataagmin’ga’aan	tap
debaagmandaan	sate
debjiinaan	hold
debpidaan	sate
dgobiiyaan	include
dgobiiyaan	include
dgwaagminaan	blend
dkamaabiignaan	extend
dootooskgamzaan	simmer
dpawebshkaan	open
dwinaan	clear
ekwaa-dba’aan	pay
ekwaa-dba’aan	pay
baazgobdoon	scratch
aabbidoon	unravel
aabjitoon	use
aabskobdoon	untie
aabtoobdoon	fill
aabtooshknadoon	fill
aabwaakjidoon	thaw
aagwaabiigbidoon	close
aagwiitoowaatesdoon	replay
aan'ketoon	extend
aan'kinoosdoon	translate
aan'koobdoon	tie
aan'koopdoon	tie
aan'koosdoon	join
aandaabdesdoon	shift
aandaakmatoon	rearrange
aandgoodoon	hang
aandsidoon	move
aanjsidoon	move
aanjtoon	change
aanjwidoon	relocate
aanwitoon	stuck
aapdaabka'oodoon	knot
aapdaaptoon	laugh
aapjiwdoon	steal
aashta-booztoon	transfer
aashtooshknadoon	transfer
aaspidoon	bandage
aaswaaksidoon	lean
aatebdoon	turn off
aatetoon	extinguish
aateyaabaawdoon	extinguish
aatwaasdoon	position
aawdoon	haul
aazhgidsidoon	position
aazhgijbidoon	flip
baabgwegbidoon	remove
baabiitoon	wait
baabsibdoon	tighten
baabsiigbidoon	stretch
baagaaksidoon	bang
baakaabiigbidoon	open
baakbidoon	open
baakiigsidoon	lay
baakjiibdoon	open
baaksidoon	knock
baapaagaakshkindoon	fill
baapiiwsatoon	shake
baapiiwsidoon	shake
baapiiwyegsatoon	shake
baapnaasdoon	squander
baaptoon	laugh
baashkdebdoon	overflow
baashkjiibdoon	break
baashkjiisdoon	burst
baaskoodoon	crack
baassidoon	crack
baatiintoon	abundance
baazgwaakjidoon	scratch
bbaamnigaadoon	carry
bbaamwidoon	carry
bchibdoon	mispress
bchiwdoon	misplace
bdakdoon	cook
bdaksidoon	erect
bebkaansidoon	categorize
bedwewetoon	lower
bengwaapkisdoon	air-dry
bengwaasdoon	dry
bezhgotoon	reuse
bgashkbidoon	crumble
bgonebdoon	pierce
bgoneboodoon	drill
biidoon	bring
biidsatoon	cough
biigbidoon	break
biigboodoon	plough
biigjiibdoon	break
biigjiisdoon	break
biigsatoon	break
biigsidoon	break
biigwegbidoon	tear
biijnesdoon	inhale
biimgoodoon	hang
biimsidoon	misplace
biimskobdoon	rotate
biimskosdoon	rotate
biindaawdoon	cram
biindgadoon	bring
biindkijiisdoon	insert
biindsidoon	insert
biinjbidoon	push
biinjnadoon	wallop
biintoon	clean
biisaakbidoon	break
biisbidoon	break
biisboodoon	grind
biisboodoon	disk
biisjiibdoon	crumble
biiwebdoon	tear
biiweboodoon	saw
biiwesdoon	break
bkaakbidoon	break
bkibdoon	break
bkibdoon	pick
bkidsidoon	place
bkijbidoon	pull
bkiteyaaksidoon	dash
bkobii-gaandsatoon	shove
bkwaakbidoon	pull
bkwebdoon	break
bkweboodoon	saw
bkwesdoon	chip
bmaawdoon	haul
bmibdetoon	operate
bmibdoon	remove
bmiboodoon	plough
bmiwdoon	carry
bmoon	remove
bna'doon	leave
bnaajboodoon	ruin
bnaajtoon	ruin
bnaajtoon	spend
bnagaakbidoon	peel
bnagbidoon	peel
bnagjiibdoon	peel
bngisaasdoon	lose
bngisdoon	drop
bnibdoon	miss
bniskbidoon	extend
bniskgoodoon	hang
bniskwaawdoon	unpack
bookbidoon	break
bookboodoon	saw
bookjiibdoon	break
bookjiisdoon	break
booksidoon	break
bookwaakbidoon	break
boontoon	stop
booztoon	mail
boosdoon	mail
bshigbidoon	drop
bshigboodoon	miss
bshigsidoon	miss
bshkobdoon	pluck
bskaabwidoon	return
bskanebdoon	illuminate
bskanesdoon	ignite
bskanetoon	ignite
bskibdoon	bend
bskisdoon	fold
bwaanwibdoon	struggle
bwaanwitoon	struggle
bzhindoon	endanger
bzwaabiisdoon	wind
daadbidoon	separate
daadboodoon	separate
daadsidoon	separate
daangbidoon	stroke
daangshkoodoon	brush
daanzhebdoon	dim
daanzhewebdoon	dim
daashkaasdoon	curve
daashkbidoon	split
daashkboodoon	saw
daashkiigbidoon	rip
daashkjiisdoon	split
daashksidoon	split
dagaabaawdoon	soften
daggwiinjdoon	soak
dbaabiishkoodoon	weigh
debbidoon	catch
desiigbidoon	stretch
desiigsidoon	spread
dgobdoon	tie
dgopdoon	tie
dgowdoon	transport
dkaagmisdoon	chill
dkajdoon	infect
dkamaaksidoon	lay
dkamaawdoon	haul
dkamwidoon	carry
dkisdoon	cool
dkobdoon	tie
dkooboodoon	shorten
dkwaakboodoon	shorten
dkwaatoon	shorten
dkwegtoon	shorten
dsoodoon	pin
dzhwegsidoon	spread
ewshoosidoon	ready
gaadoon	hide
gaakbidoon	tear
gaandsatoon	shove
gaanjbidoon	push
gaashkbidoon	scratch
gaashkboodoon	carve
gaashkjiibdoon	gouge
gaashkshkoodoon	scratch
gaashksidoon	dent
gbaaksatoon	slam
gbaaksidoon	bar
gdigjiibdoon	tip
gdigmin'gibdoon	roll
gdiskbidoon	remove
gezbisdoon	tidy
gezbitoon	order
ggaandsatoon	shove
ggwejtoon	practice
giichgobdoon	remove
giigkisdoon	move
giikaakbidoon	free
giikbidoon	pull
giiksidoon	move
giinaaktoon	hone
giinaatoon	hone
giinboodoon	sharpen
giishkaakbidoon	break
giishkaakjidoon	tear
giishkbidoon	tear
giishkboodoon	saw
giishkjiibdoon	break
giishksidoon	cut
giishnawsidoon	rattle
giishpnadoon	buy
giiwaajbidoon	ruin
giiwewdoon	return
giizhtaatoon	finish
giizhtoon	complete
gjibdetoon	test
gjitoon	test
gkidoon	hide
gnaatoon	lengthen
gndamoodoon	fish
gnooyaatoon	lengthen
gnwaaktoon	lengthen
gnwaatoon	lengthen
gnwegtoon	lengthen
gojiitoon	store
gokdoon	stick
goodoon	hang
gpagkodoon	slice
gpagsidoon	heap
gpiwdoon	transport
gshkapdoon	bundle
gshkibdoon	pull
gshkiiwsidoon	wedge
gshkitoon	manage
gshkwaakbidoon	shake
gshkwaaksatoon	shake
gshkweyaasdoon	curve
gtigbidoon	tip
gtigjiibdoon	tip
gtigmin'gibdoon	roll
gtwewbidoon	force
gwaa'doon	transport
gwaabdoon	extract
gwaasdoon	blow
gwaashkdaawdoon	unload
gwaashkjitoon	unload
gwaashkweyaasdoon	curve
gwaawdoon	transport
gwekmatoon	straighten
gweksidoon	rotate
gwibdoon	fell
gwiinjdoon	soak
gzaabdoon	sink
gzaabiidoon	sink
gzhiibbidoon	scratch
gzigshkoodoon	weigh
gziiyaabaawdoon	wash
jaagaasdoon	wear
jejensidoon	place
jidkiisdoon	invert
jiibbidoon	nudge
jiigboodoon	shave
koobdoon	fill
kooksidoon	heap
kooshknadoon	fill
kosdoon	heap
kwaabiigsatoon	yank
kwaawngisdoon	heap
maad'adoon	follow
maagbidoon	press
maajiidoon	take
maajiigtoon	cultivate
maajiishkaatoon	start
maajiiwdoon	take
maajiiyaasdoon	blow
maanzhtoon	overpower
maawnjitoon	collect
mbaabiigbidoon	pull
mbiigwewebdetoon	racket
mbisdoon	rise
mbiwdoon	lift
mchaatoon	enlarge
mdesdoon	ring
mdwesdoon	ring
mdwewetoon	play
migshkaastoon	shake
migwebdoon	shake
mkobdoon	find
mmigsatoon	shake
mmigshkaastoon	shake
mmigwebdoon	shake
mmiizniboodoon	carve
mmoon	remove
mnaabjitoon	utilize
mnaajtoon	honor
mnjimshkoodoon	weigh
moon	remove
mooshk'oodoon	flood
mooshknadoon	fill
mooshknebdoon	fill
moozhtoon	feel
mshkawaagmitoon	strengthen
mshkawpidoon	tie
myaawsidoon	erect
mzhisdoon	scrape
mzinboodoon	carve
n'gaabaawdoon	dissolve
n'gaabdoon	stop
n'gaasdoon	block
n'gajbidoon	handle
n'gajtoon	expertise
n'goobaawdoon	dilute
n'kaabaawdoon	dilute
n'kawebdoon	pick
n'kwe'doon	arrive
n'kwebdoon	catch
n'kwewdoon	transport
naa'sidoon	straighten
naa'toon	fix
naabaaksidoon	attach
naabiisdoon	align
naabjitoon	utilize
naabsidoon	hook
naachtoon	lose
naag'adoon	follow
naagdoon	follow
naakmatoon	construct
naandwitoon	cure
naankibdoon	extract
naanoojtoon	pursue
naanookgwiinjdoon	soak
naapnadoon	spend
naatesdoon	illuminate
naawdoon	haul
nakdeksidoon	space
naksidoon	align
nangshkaastoon	shake
nangshkaastoon	shake
napdoon	bundle
nashknadoon	load
nbagbidoon	flatten
nbagjiishkoodoon	flatten
nbagshkoodoon	flatten
nbagsidoon	flatten
nbashaaptoon	mock
ndaa'aagmisdoon	stir
ndaawdoon	haul
ndaawdoon	haul
ndagoojdoon	drop
ndoojiibdoon	grope
negaajtoon	economize
negsidoon	insert
neyaabtoon	store
niibdesdoon	align
niisaakbidoon	demolish
niisbidoon	pull
niizhwegsidoon	double
nimaangdoon	trail
nimkosdoon	invert
nitoon	lose
njibdoon	extract
nnaa'sidoon	straighten
nnaa'toon	fix
nnaandwitoon	cure
nnangshkaastoon	shake
nniizaansidoon	precarious
nokiitoon	operate
nookbidoon	soften
nookgwiinjdoon	soak
nsaabaawdoon	wet
nsaabkibdoon	trigger
nsaakbidoon	release
nshaaptoon	laugh
nshiwnaajtoon	ruin
nsoodoon	pin
ntaawbidoon	handle
ntaawgitoon	grow
ntoon	destroy
nwajbidoon	seize
nwebtoon	rest
pidoon	handle
pisdoon	rest
shagbidoon	crumble
shagboodoon	grind
shagjiibdoon	crumble
shagsidoon	crush
shawebdoon	tilt
sheksidoon	align
sheyaabiisdoon	align
shigboodoon	grind
shinaajtoon	waste
shkoboodoon	fallow
shoodaaksidoon	flush
shpaatoon	raise
shpisdoon	pile
siboodoon	sharpen
skisdoon	insert
spobdoon	gather
spwegaabkisdoon	dent
tiboodoon	roll
toon	place
waantoon	utilize
waawyesdoon	circle
webaasdoon	blow
wezhsidoon	arrange
wezhtoon	repair
wii'gitoon	waste
wiikbidoon	pull
wiikboodoon	suck
wiikjitoon	attempt
wiikpidoon	tie
wiiksatoon	yank
wiikwejiipdoon	wrap
wiikwepdoon	wrap
wiintoon	soil
wmbaabiigbidoon	pull
wndagoojdoon	drop
wnitoon	lose
wnjibdoon	extract
wshkibdoon	zigzag
wzhiitaatoon	prepare
wzhiitaawsidoon	prepare
wzhitoon	arrange
yoon	use
zaagaaksidoon	protrude
zaagiigsidoon	protrude
zaagjitoon	extract
zaagjiwdoon	carry
zaagsidoon	protrude
zaagtoon	love
zambidoon	bundle
zgaksidoon	store
zgibdoon	connect
zgipdoon	tie
zhaabwidoon	rescue
zhaabwiitoon	save
zhaagoojtoon	overcome
zhaatoon	allocate
zhebdoon	return
zheyaaksidoon	open
zheyaaksidoon	open
zheyaaksidoon	open
zhgajbiitoon	impatient
zhibdoon	pull
zhiibaabdetoon	run
zhiibaawaaksidoon	insert
zhiibaawaatesdoon	x-ray
zhiibiigbidoon	stretch
zhiitaatoon	prepare
zhiitaawsidoon	prepare
zhisdoon	write
zhitoon	arrange
zhiwdoon	carry
zhoobaagbidoon	bend
zhoobbidoon	bend
zhwegsidoon	spread
zhyaawesdoon	straighten
ziinbidoon	wring
ziindaaksidoon	wedge
znagbidoon	crush
znagbidoon	massage
baasbidoon	crack
ggwetaanjiisdoon	wear
btaaksidoon	bump
dbinoosdoon	shelter
piitaabkibdoon	set
aagwisdoon	hide
aagwiitoosdoon	insert
baatiindoon	abundance
bdakaaksidoon	erect
bkojbidoon	extract
gaapbidoon	crumble
maawndoon	collect
maawndoopdoon	bundle
aabtoogoodoon	hang
aagwiitoowegsidoon	line
aanjgoodoon	hang
aan’kesdoon	extend
aapdaabko’oodoon	knot
shpaabkibdoon	heat
baagaaksatoon	slam
baazgosdoon	scratch
bgamaawdoon	arrive
bgasksatoon	slap
bgasksidoon	slap
bgonetoon	pierce
biimtagbidoon	twist
biindaabaawdoon	flush
biindgebdetoon	drive
biipiigbidoon	shatter
bkaabiigsatoon	snap
bkidaabiiggoodoon	suspend
bkidaabiigsidoon	suspend
bkijgoodoon	drape
bkijiigsidoon	overlay
bkijsidoon	overlap
bkobdoon	detach
bkwenedaawngisdoon	scatter
bmagsatoon	shake
bmigsatoon	shake
bskiigsidoon	fold
chargewitoon	charge
daapsidoon	presume
daatgaasdoon	pitch
miijin	eat
naadin	fetch
naawkwe-miijin	lunch
kizhebaa-miijin	breakfast
bgo'aan	patch
bgo'aan	chop
bgone'aan	pierce
bgonebdoon	pierce
bgoneboodoon	drill
bgonegnaandaan	punch
bgonejiishkaan	kick
bgonekdaan	cut
bgonesga'aan	bore
bgoneshkaan	kick
bgoneyaakshkaan	bore
bgonezaan	heat
bgonezhaan	cut
myaawnaan	erect
baagaakse+VTI	slam
bzagwaaboo	thickener
ndagkenmaa	check
biindaabkinaan	put
baasdaawngaak	flour
baasaawngaak	flour
naakmat	wall
naanmizi	nervous
wops	Oops
wohoho	Ridiculous
wasniibnong	Penultimate
wasi-bboonong	Penultimate
gchi-gbegiizhik	All-day
gbe-naagshik	Evening
gbe-naagshi	Evening
papiichin	Intermittently
ooswaabang	Overmorrow
oosnaago	Ereyesterday
oosi-bboonong	Penultimate
nwenzh	Long
shkwaaj	Last
shki-naagshik	Dusk
nowenzh	Long
nomya	Recently
namye	Recently
namya	Recently
mno-aapii	Intermittently
mni-aapii	Intermittently
mneyaapii	Timely
biichin	Intermittently
mdaasgon'gak	Decad
nso-giizis	Quarter
niizhgiizis	Bimonthly
niiwgiizis	Quadrimonthly
ngo-giizis	Monthly
ni-nshwaas-giizsagak	Octomonthly
ni-niizhwaas-giizsagak	Septomonthly
ni-niizh-giizsagak	Bimonthly
ni-niiw-giizsagak	Quadrimonthly
ni-ngodwaas-giizsagak	Semimonthly
ni-naan-giizsagak	Pentamonthly
nensooshkin	Triplet
neniizhooshkin	Double
neniiwooshkin	Quadruple
nso-nam'e-giizhik	Triweekly
ziibskaach	Slow
zichkana	Suddenly
zhizhyaa	Straight
zhimtooj	Likely
zhigyak	Directly
zhigwayak	Directly
zhichkana	Suddenly
zhi-wiinge	Entirely
zhawaach	Similar
zaagdawaak	Estuary
zaagdawaa	Estuary
wewiikaa	Seldom
wenj	Strikingly
wendago	Virtually
waawaaj	Even
waasnikekna	Far
swekmigaak	Everywhere
sidaawendmaadkamik	Tragic
shpamsagoong	Upstairs
shkweyiing	Beside
shike	Alone
piinash	Until
piidash	Until
piichnaa	Occasionally
penag	Less
nwaakaming	Inland
nsawiyiing	Middle
npaajnikeyiing	Opposite
npaajnikekna	Opposite
noondaa-naagosh	Evening
nniizaan	Risk
nnaasweyiing	Between
neniidwikna	Both
neniidweyiing	Both
ndaazhnikeknaa	This
ndaaznikekna	This
ndaasnikeyaa	This
namnik	Moderate
nakwayiing	Tip
naawkaakan	Chest
naanomye	Recently
naanomya	Recently
naanaangodnong	Sometimes
naamoonak	Prow
mtigwaakaag	Edge
mnapapii	Intermittently
mna'aapii	Intermittently
mizi	Everything
minjnikaang	Left
mijnikaang	Left
mekwaamtigwaaki	Forest
megyak	Woods
megwe-zapwaajiishkwak	Mud
megwemtigwaaki	Woods
megwekop	Bush
megwaakwaak	Woods
megwaakwaa	Woods
mbanenik	Arm
maamo-ntam	First
maamaazh	Carelessly
kaamaajwan	Other
jiigshkwaandeming	Door
jiigmiikan	Road
jichkana	Suddenly
iimaa	Here
gtaamgomnik	Lots
gnwenzh	Long
gnenzh	Long
gmaamnik	Moderate
gijnikaang	Right
gidaagnak	Snow
gichnikaang	Right
ggikonaans	Unpeeled
geskaa	Suddenly
gdaawoonak	Bow
gadin	Forcefully
gaama'iing	Across
eyedwi'iing	Both
ewedweyiing	Both
biindoonak	Boat
benag	Ease
bemgii	Gradually
bebngiishenh	Gradually
bebesha	Close
aazhwiyiing	Other
aazhoodenaang	Other
aazhoo	Other
aasmisbak	Ceiling
aasmigedaaki	Hillside
aasmiyiing	Beside
aagwaakwaa	Behind
